Get�tigt am Datum;Betrag;Quelle;Zahlungsweise;Projekt;Kontakt-ID;Vorname;Nachname;Unternehmen;M�chte Brief-Mailing;M�chte E-Mail-Newsletter;Keine E-Mails senden;Keine Briefe senden;Keine Anrufe;Geburtsdatum;Kontakt-Tags;Person erstellt am;PLZ;Stadt;Land;E-Mail-Adresse;Telefon;01-Anrede Couvert;02-Anredeform
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;35797578d7fce84f940fc00b722d0d0f3395fad594a28cfd1e47cfbf895e3a1f;Josua;Roth;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5634;Merenschwand;;josua.roth@hotmail.com;;Familie;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;6d8666dce9c0214b416a8241a2fa5e5ed87957138d418bb2eaf83d52577f0192;Hamza;K�ser;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5628;Aristau;;hamza.kser@hotmail.com;+41 52 591 07 01;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;178eb39f830a3839262c9e38db8a4bdf3ca619aba80050048f224104da1fbb28;Mika;Mettler;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5623;Boswil;;mika.mettler@yahoo.com;021 130 48 06;Familie;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;639517e5d548fd9f9fb6d8d14279df86f9e1cbf66a9f15bd77c8b192c85e3c65;Gaia;Gloor;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5703;Seon;;gaia.gloor@hotmail.com;022 655 56 95;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;cd59c18be2abb8060c697dd80f9eda45ae02873b78feb29bde55a042988a2a76;Patr�cia;Gloor;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8405;Winterthur;;patrcia.gloor@hotmail.com;;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7d660818ebeb185854743e8c456f157d05066ed4208781a173c7b655fccbe1f2;Veronica;Wettstein;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, keine Verdankungen, �bersetzer, Weihnachtskarte, Pate, Vereinsmitglieder;13.05.2020;5644;Auw;;veronica.wettstein@gmail.com;+41 91 293 20 08;Herr und Frau;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;50445f6659e604f5573a73581c47eb0cf4b022378a4c2a0ff0c6ed6fdc0bcc9a;Jusuf;Schmid;;Ja;Ja;Nein;Nein;Nein;;Weihnachtskarte, Pate;13.05.2020;6318;Walchwil;;jusuf.schmid@gmail.com;;Familie;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;3cd5df2d9fb071ebcb2df38635d771c864ab64c4b3eb10d18a811432d2cbd6be;Hartmut;H�fliger;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Dauerspender;13.05.2020;6312;Steinhausen;;hartmut.hfliger@hotmail.com;071 293 20 67;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;01d6e03e61f91b65a064b1d742130ea2afae075c22fa3d49955ed57d82d0de7b;Domenic;Ernst;;Ja;Ja;Nein;Nein;Nein;1980;Benefizessen 25, Weihnachtskarte, Pate, Vereinsmitglieder;30.11.2021;6331;H�nenberg;;domenic.ernst@yahoo.com;+41 27 187 26 32;Frau;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;01d6e03e61f91b65a064b1d742130ea2afae075c22fa3d49955ed57d82d0de7b;Domenic;Ernst;;Ja;Ja;Nein;Nein;Nein;1980;Benefizessen 25, Weihnachtskarte, Pate, Vereinsmitglieder;30.11.2021;6331;H�nenberg;;domenic.ernst@yahoo.com;+41 27 187 26 32;Frau;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;01d6e03e61f91b65a064b1d742130ea2afae075c22fa3d49955ed57d82d0de7b;Domenic;Ernst;;Ja;Ja;Nein;Nein;Nein;1980;Benefizessen 25, Weihnachtskarte, Pate, Vereinsmitglieder;30.11.2021;6331;H�nenberg;;domenic.ernst@yahoo.com;+41 27 187 26 32;Frau;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;1632a86ca1a885a9020f4bdd943912f934ee49dec0eca351558e58b6096ecd14;Livia;Burri;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Pate;13.05.2020;6275;Ballwil;;livia.burri@hotmail.com;;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;4af6b9fd1ff8eeb704683ea274a3be2d1e53216325b00eb1e4165469da48f066;Csaba;Fuchs;;Ja;Ja;Nein;Nein;Nein;1980;Pate;13.05.2020;6280;Hochdorf;;csaba.fuchs@hotmail.com;+41 24 876 06 50;Familie;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;328684310628678ea42e8350c80e4091cd1bb4fa28bfd1ec482fc9d84710c51e;Elsbeth;Gloor;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;1004;Lausanne;;elsbeth.gloor@hotmail.com;+41 43 994 68 85;Herr und Frau;Sie
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;368fe0834a43c88862cff29fcd09ba263b8103fd151926e2c434e43ba041cc8b;Yasmina;Thommen;;Ja;Ja;Nein;Nein;Nein;;Timoun, Pate;13.05.2020;4416;Bubendorf;;yasmina.thommen@yahoo.com;+41 26 126 89 16;Familie;Du2
28.02.2025;2000,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;3b61391dec8b965ca447f2f855b9427ce290c95a211ac3134953af6d5d442472;Gian-Luca;Sch�rer;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8304;Wallisellen;;gianluca.schrer@hotmail.com;026 019 33 96;Familie;Sie
28.02.2025;130,00;Einnahmen;Bank�berweisung Vereinskonto;Projekte CH;3dd6db1d6269613679396b3ff1f4d8ce48cef62c11f1e5b44f378c8bbf1e73e7;Ang�lique;K�gi;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25;13.05.2020;8330;Pf�ffikon ZH;;anglique.kgi@gmail.com;+41 34 983 58 18;Herr und Frau;Du2
28.02.2025;50,00;Paten;Bank�berweisung Vereinskonto;Patenschaften inkl. personenbezogene Spenden;a1ab3979e1e79a01465315bb516c1b3f67903bc0c7fa7fdf2044d1229040869f;Emilie;Stalder;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5626;Hermetschwil-Staffeln;;emilie.stalder@gmail.com;+41 24 602 14 25;Herr und Frau;Du2
28.02.2025;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;ef5cef48ffca8ca304b51ff7b2c0deb8905c7a54d39fe17490dc118a6b3f3b66;Louis;Zbinden;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Pate, Dauerspender;13.05.2020;8912;Obfelden;;louis.zbinden@gmail.com;+41 43 465 42 25;Familie;Du2
28.02.2025;50,00;Paten;Bank�berweisung Vereinskonto;Patenschaften inkl. personenbezogene Spenden;94eee4fd8e2a2324432da92f3a4be9ed5e7e66e09f6236efb8b4f7387b7d383f;Jannik;Meister;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;6036;Dierikon;;;+41 56 838 60 96;Frau;Du1
28.02.2025;150,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;89ab1cbfb1bd167fc81d727ab4c19360342c08bbe6b6d5c5f38b73590ab5c99a;Marietta;W�thrich;;Ja;Ja;Nein;Nein;Nein;;Dauerspender;13.05.2020;8732;Neuhaus;;marietta.wthrich@hotmail.com;;Herr und Frau;Du2
28.02.2025;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;4a24cc536fd02e12d7f3c92fd9fc5bc22c92b8314b85d35a34236289aeee1099;Laurence;Schweizer;;Ja;Ja;Nein;Nein;Nein;1965;Neuspenderbrief;10.05.2023;5628;Aristau;;laurence.schweizer@gmail.com;;Herr;Du1
28.02.2025;1500,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;0791b27828f8043393a580749d2eecd0340b89e8a23946531ef8ce900257a3fb;Leana;Meier;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate, Dauerspender;13.05.2020;6332;Hagendorn;;leana.meier@hotmail.com;;Familie;Du2
28.02.2025;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;3cd5df2d9fb071ebcb2df38635d771c864ab64c4b3eb10d18a811432d2cbd6be;Hartmut;H�fliger;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Dauerspender;13.05.2020;6312;Steinhausen;;hartmut.hfliger@hotmail.com;071 293 20 67;Frau;Du1
28.02.2025;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;55e5578836bd57039db5046071cfa9ce1cb81cf7ad9a9478042886490b083629;Istvan;Blum;;Nein;Ja;Nein;Ja;Nein;;Mailing Mail, Dauerspender;06.11.2023;1772;Grolley;;istvan.blum@gmail.com;;Herr und Frau;Du2
28.02.2025;300,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;147d1576125d042519d1f398d6a615a2616d0e3d6ddf1788910145f84bd5327b;Catherine;N�f;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate, Dauerspender;13.05.2020;5745;Safenwil;;;062 928 58 93;Herr;Du1
28.02.2025;50,00;Paten;Bank�berweisung Vereinskonto;Patenschaften inkl. personenbezogene Spenden;94eee4fd8e2a2324432da92f3a4be9ed5e7e66e09f6236efb8b4f7387b7d383f;Jannik;Meister;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;6036;Dierikon;;;+41 56 838 60 96;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;147d1576125d042519d1f398d6a615a2616d0e3d6ddf1788910145f84bd5327b;Catherine;N�f;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate, Dauerspender;13.05.2020;5745;Safenwil;;;062 928 58 93;Herr;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;147d1576125d042519d1f398d6a615a2616d0e3d6ddf1788910145f84bd5327b;Catherine;N�f;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate, Dauerspender;13.05.2020;5745;Safenwil;;;062 928 58 93;Herr;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;147d1576125d042519d1f398d6a615a2616d0e3d6ddf1788910145f84bd5327b;Catherine;N�f;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate, Dauerspender;13.05.2020;5745;Safenwil;;;062 928 58 93;Herr;Du1
28.02.2025;100,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;147d1576125d042519d1f398d6a615a2616d0e3d6ddf1788910145f84bd5327b;Catherine;N�f;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate, Dauerspender;13.05.2020;5745;Safenwil;;;062 928 58 93;Herr;Du1
28.02.2025;20,00;Mailing;Bank�berweisung Patenschaften;Grundversorgung Heimkinder;35797578d7fce84f940fc00b722d0d0f3395fad594a28cfd1e47cfbf895e3a1f;Josua;Roth;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5634;Merenschwand;;josua.roth@hotmail.com;;Familie;Du2
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;1632a86ca1a885a9020f4bdd943912f934ee49dec0eca351558e58b6096ecd14;Livia;Burri;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Pate;13.05.2020;6275;Ballwil;;livia.burri@hotmail.com;;Frau;Du1
28.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;368fe0834a43c88862cff29fcd09ba263b8103fd151926e2c434e43ba041cc8b;Yasmina;Thommen;;Ja;Ja;Nein;Nein;Nein;;Timoun, Pate;13.05.2020;4416;Bubendorf;;yasmina.thommen@yahoo.com;+41 26 126 89 16;Familie;Du2
27.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;972b32163ddbd753b5db366e684a4b56228d31df67a6a37b579a412776cf240e;Raymonde;Lustenberger;;Ja;Ja;Nein;Nein;Nein;;Gemeinsam, Pate;05.03.2024;7323;Wangs;;raymonde.lustenberger@hotmail.com;+41 55 523 44 76;Familie;Du2
27.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;ed592a413ca5c3b21e7da4531a011bdf54c704de8fa1d6d3d28ce0ea39f2f06a;Florence;Siegrist;;Nein;Ja;Nein;Ja;Ja;;Einzelperson, Pate;07.05.2024;7323;Wangs;;florence.siegrist@gmail.com;022 695 72 03;Herr;Du1
27.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;9252127b3a6e8c05dd683e3dc276a6f4c5d85e272cd9843966666c4b6d43900f;Milo;Wettstein;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;5632;Buttwil;;milo.wettstein@gmail.com;032 014 26 76;Herr;Du1
27.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;08156aec6e9f68663f58ece057d8a508650239ac6756e2594be61f3ebce64516;Kerstin;Hofer;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, keine Verdankungen, VM WK, Weihnachtskarte, Pate;13.05.2020;5643;Sins;;kerstin.hofer@hotmail.com;031 073 83 74;Familie;Du2
27.02.2025;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;70e07a02d3b0fe4ff12a21c73175980ee857ddeb76c121c8bacb8fd9ce887cb8;Mergim;Steiner;;Ja;Ja;Nein;Nein;Nein;;Dauerspender;13.05.2020;5643;Sins;;mergim.steiner@gmail.com;;Herr und Frau;Du2
26.02.2025;100,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;9b9dd5c1802e9b0546fa08ecdcea0fe823b88b54c1252e2a8a6e478b914c73e3;Annamaria;B�hler;;Ja;Ja;Nein;Nein;Nein;1976;Benefizessen 25, keine Verdankungen, Pate, Vereinsmitglieder, Dauerspender;13.05.2020;6020;Emmenbr�cke;;annamaria.bhler@hotmail.com;021 004 77 19;Frau;Du1
26.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;ec1528ee019148532876976439c2f091f9bd0cb6a2c3742c9e8ff65b9f43dcb0;Hassan;Aebi;;Nein;Nein;Ja;Ja;Nein;;Einzelperson, Pate;13.05.2020;5630;Muri;;hassan.aebi@hotmail.com;091 816 00 41;Herr;Du1
26.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;83b8d97d42f06a6e7e891fa0bb6d8d39bb77376dfb782b791a7688abe1c72a98;Omar;Bianchi;;Ja;Ja;Nein;Nein;Nein;;Timoun, Pate;13.05.2020;3512;Walkringen;;omar.bianchi@hotmail.com;043 857 86 45;Familie;Du2
26.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;4af6b9fd1ff8eeb704683ea274a3be2d1e53216325b00eb1e4165469da48f066;Csaba;Fuchs;;Ja;Ja;Nein;Nein;Nein;1980;Pate;13.05.2020;6280;Hochdorf;;csaba.fuchs@hotmail.com;+41 24 876 06 50;Familie;Du2
26.02.2025;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;209536ee5ee1d440f52082055466c8100463b20112518a91e6fc7ebeab183d80;Branka;Mettler;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Dauerspender;13.05.2020;8932;Mettmenstetten;;branka.mettler@yahoo.com;+41 91 064 53 95;Frau;Du1
26.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;ec1528ee019148532876976439c2f091f9bd0cb6a2c3742c9e8ff65b9f43dcb0;Hassan;Aebi;;Nein;Nein;Ja;Ja;Nein;;Einzelperson, Pate;13.05.2020;5630;Muri;;hassan.aebi@hotmail.com;091 816 00 41;Herr;Du1
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;c104b2d80b213f6da789c46972d52a98d64142e7de05c43c5e979014a7820575;Hans;Tobler;;Nein;Nein;Ja;Ja;Ja;;Einzelperson, Pate;13.05.2020;5643;Sins;;hans.tobler@gmail.com;+41 21 279 47 49;Frau;Du1
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;deebfb8b70279ac0a0691188ec1eee94a3153781e8bda8da12de48146d03aa14;Marie-Louise;Frick;;Ja;Ja;Nein;Nein;Nein;;Gemeinsam, Pate;19.11.2020;8002;Z�rich;;marielouise.frick@hotmail.com;;Frau;Sie
25.02.2025;50,00;Mailing;Bank�berweisung Patenschaften;Grundversorgung Heimkinder;39ed062d16cfcc1e11bcfd8e79390d4d23575b76e0fcf5c9b3a596dcbb3c3f7a;Heinrich;Arnold;;Ja;Ja;Nein;Nein;Nein;;Dauerspender;13.05.2020;5707;Seengen;;heinrich.arnold@hotmail.com;;Frau;Du1
25.02.2025;50,00;Paten;Bank�berweisung Vereinskonto;Patenschaften inkl. personenbezogene Spenden;1e22c6554ef7a2eb93f7182458416deb73c761091b9dbdefae54c40d8146629a;Annabelle;Meier;;Ja;Ja;Nein;Nein;Nein;;Pate;13.05.2020;6006;Luzern;;annabelle.meier@gmail.com;+41 56 334 66 10;Herr;Du1
25.02.2025;20,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;56c176f106febd0046e02e5be61b77a48c6ccdd539a2ae73634814ec611bbb3d;Romano;Lehmann;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Timoun, �bersetzer, Dauerspender;13.05.2020;2855;Glovelier;;romano.lehmann@gmail.com;044 730 12 28;Familie;Du2
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;8eb9b4e204e3bb1801f2700fc0956e274812f47870681e8539144422591cbf29;Olivier;Mayer;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Vereinsmitglieder;13.05.2020;5644;Auw;;olivier.mayer@gmail.com;024 260 65 54;Herr;Du1
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;8eb9b4e204e3bb1801f2700fc0956e274812f47870681e8539144422591cbf29;Olivier;Mayer;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Vereinsmitglieder;13.05.2020;5644;Auw;;olivier.mayer@gmail.com;024 260 65 54;Herr;Du1
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;8eb9b4e204e3bb1801f2700fc0956e274812f47870681e8539144422591cbf29;Olivier;Mayer;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Vereinsmitglieder;13.05.2020;5644;Auw;;olivier.mayer@gmail.com;024 260 65 54;Herr;Du1
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;8eb9b4e204e3bb1801f2700fc0956e274812f47870681e8539144422591cbf29;Olivier;Mayer;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Vereinsmitglieder;13.05.2020;5644;Auw;;olivier.mayer@gmail.com;024 260 65 54;Herr;Du1
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7fc8c16d446ab4f697de859d51add67906776d3cea49ebebf28309f53d64be46;Igor;Walter;;Ja;Ja;Nein;Nein;Nein;1960;keine Verdankungen, Weihnachtskarte, Pate, Dauerspender;13.05.2020;5622;Waltenschwil;;igor.walter@hotmail.com;031 127 90 44;Herr und Frau;Du2
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7fc8c16d446ab4f697de859d51add67906776d3cea49ebebf28309f53d64be46;Igor;Walter;;Ja;Ja;Nein;Nein;Nein;1960;keine Verdankungen, Weihnachtskarte, Pate, Dauerspender;13.05.2020;5622;Waltenschwil;;igor.walter@hotmail.com;031 127 90 44;Herr und Frau;Du2
25.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7fc8c16d446ab4f697de859d51add67906776d3cea49ebebf28309f53d64be46;Igor;Walter;;Ja;Ja;Nein;Nein;Nein;1960;keine Verdankungen, Weihnachtskarte, Pate, Dauerspender;13.05.2020;5622;Waltenschwil;;igor.walter@hotmail.com;031 127 90 44;Herr und Frau;Du2
25.02.2025;100,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7fc8c16d446ab4f697de859d51add67906776d3cea49ebebf28309f53d64be46;Igor;Walter;;Ja;Ja;Nein;Nein;Nein;1960;keine Verdankungen, Weihnachtskarte, Pate, Dauerspender;13.05.2020;5622;Waltenschwil;;igor.walter@hotmail.com;031 127 90 44;Herr und Frau;Du2
25.02.2025;100,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7fc8c16d446ab4f697de859d51add67906776d3cea49ebebf28309f53d64be46;Igor;Walter;;Ja;Ja;Nein;Nein;Nein;1960;keine Verdankungen, Weihnachtskarte, Pate, Dauerspender;13.05.2020;5622;Waltenschwil;;igor.walter@hotmail.com;031 127 90 44;Herr und Frau;Du2
24.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;6f20672e51b48df2ceaed6dcccbc374640255dfdd22bfa5f878c9c62c3ab2a43;Angel;Zbinden;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, keine Verdankungen, Weihnachtskarte, Pate, Vereinsmitglieder;13.05.2020;5644;Auw;;angel.zbinden@yahoo.com;027 748 57 18;Frau;Du1
24.02.2025;60,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;2e87634793a84775e69b574c207a69b11e7e6bf8cd581837470fd5dbc7a8478e;Nad�ge;Ziegler;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Dauerspender;13.05.2020;6280;Hochdorf;;nadge.ziegler@yahoo.com;;Herr;Du1
21.02.2025;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;9b9dd5c1802e9b0546fa08ecdcea0fe823b88b54c1252e2a8a6e478b914c73e3;Annamaria;B�hler;;Ja;Ja;Nein;Nein;Nein;1976;Benefizessen 25, keine Verdankungen, Pate, Vereinsmitglieder, Dauerspender;13.05.2020;6020;Emmenbr�cke;;annamaria.bhler@hotmail.com;021 004 77 19;Frau;Du1
18.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;1930ab256aeab00e33ebaa2864fbac47c9e5b041e67e98ae69d463c3e6786a29;Rosanna;Ferrari;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Euro, Pate, Ausland, Vereinsmitglieder;13.05.2020;78250;Tengen;Deutschland;rosanna.ferrari@gmail.com;041 422 46 87;Herr und Frau;Du2
17.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;0322cca85f94c2ded452c9353a40f183bf28ba6330dac9c8e06cfc4500f8d3c0;Detlef;W�thrich;;Nein;Ja;Nein;Ja;Nein;;Pate, E-Mailing;13.05.2020;5627;Besenb�ren;;detlef.wthrich@yahoo.com;027 179 36 60;Frau;Du1
17.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;7aa50b57e5aa9adfbb0e186ba2a34e60fad9aad240a50f9c868b1bf59bea4aa6;G�rard;Hodel;;Ja;Ja;Nein;Nein;Nein;;Pate;06.01.2022;1796;Pirna;Deutschland;grard.hodel@yahoo.com;+41 41 194 86 82;Frau;Sie
14.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;e05cdbedc2c3fd755b362e394b9611127b85c15565b80fa2f4ec32228ee0203e;Huguette;Imhof;;Nein;Nein;Ja;Ja;Nein;;Einzelperson;20.05.2020;6300;Zug;;huguette.imhof@hotmail.com;;Herr;Du1
14.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;231ed9f5d9c7192c3851581288b2ee8a2fc5ca6d20c7a8876e2b24f84f841933;Rodrigo;Sch�r;;Nein;Nein;Ja;Ja;Nein;;Einzelperson, Pate;20.05.2020;6300;Zug;;rodrigo.schr@gmail.com;;Frau;Du1
14.02.2025;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;344e5b4956c0b7d0109aa5eaea2683c5f8dcc56fdae827fbdc54fec12c8c7607;Mathilda;B�ttig;;Ja;Ja;Nein;Nein;Nein;1974;keine Verdankungen, Dauerspender;13.05.2020;8932;Mettmenstetten;;mathilda.bttig@yahoo.com;091 682 19 57;Familie;Du2
14.02.2025;50,00;Paten;Bank�berweisung Vereinskonto;Patenschaften inkl. personenbezogene Spenden;7405eb554f00f58bcfe391c035e9fbe963feeef0a26e405ba48bc70c3ea21e6c;Debora;Kuhn;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate;30.06.2020;6312;Steinhausen;;debora.kuhn@hotmail.com;;Herr;Du1
13.02.2025;47,47;OS Mailing;Bank�berweisung Vereinskonto;Bildungsprojekt;2980218d5fc344b426c7ee6165ee3e91659a30471154b22e9b0e7c3dbf2b5269;Alfredo;Schenk;;Ja;Ja;Nein;Nein;Nein;;Euro, Ausland, Dauerspender;09.12.2020;65779;Kelkheim;Deutschland;alfredo.schenk@gmail.com;+41 44 945 78 03;Frau;Sie
11.02.2025;202,95;Kirchen, Vereine, Geburtstage;Bank�berweisung Vereinskonto;Allgemein;a923c77a89f14dbbe5f79ce0bc7caa2a27c168cc1a60731a3c4d40d2526e42f0;Miro;Schenk;;Ja;Ja;Nein;Nein;Nein;;Kirchen;13.05.2020;5630;Muri;;miro.schenk@hotmail.com;041 091 19 69;Frau;Du2
10.02.2025;100,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;2232b4c38f8e6abbcf87e7d1cf384b88ec90d89ffe7a3167bc77524382f52206;Boris;Lehmann;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Weihnachtskarte, Pate;13.05.2020;8932;Mettmenstetten;;boris.lehmann@hotmail.com;;Herr und Frau;Du2
10.02.2025;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;026d55e8edb6a7d218dbcbe08e7376dbc08f940fc8cc86519ef4c6c8d2610bb5;Liselotte;Gasser;;Ja;Ja;Nein;Nein;Nein;;Euro, Pate, Ausland;13.05.2020;3002;Alicante;Spanien;liselotte.gasser@hotmail.com;+41 91 746 56 43;Herr und Frau;Sie
10.02.2025;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;3c2c9d941a9d0ab407147216c088e5f4e1d9a035291a5497a23f8a72d3d752c1;Eleni;Bucher;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;6330;Cham;;eleni.bucher@yahoo.com;;Frau;Du1
